embs0;embs1;embs2;embs3;embs4;embs5;embs6;embs7;video_name
0.003099611916982027;0.0011888188152970678;0.0011217212667608137;0.001640276221678416;0.9760790449870616;0.006441825266345267;0.006465257569166169;0.003963443956708538;01-01-01-01-01-01-01
0.9590306719201274;0.013321239748155432;0.003610910661161131;0.009802621758331917;0.007311660096588858;0.0014762191918377707;0.000991594640270173;0.004455081983527275;01-01-01-01-01-01-04
0.0035940082249451867;0.9741966480057739;0.006150935769522366;0.010869946061699139;0.0009895386393850524;0.000161123904876184;0.0021483075517354138;0.0018894918420628353;01-01-01-01-01-01-09
0.001168604827008857;0.0016695918883911903;0.0004196715965124755;0.9932722450205819;0.00038626020322442636;0.0024220610333474187;0.0005257815193368063;0.0001357839115968063;01-01-01-01-01-01-22
0.0013996804032881023;0.0003186345588003656;0.0005842341036902488;0.0005963077903377835;0.9903219208068137;0.0021347114572647452;0.003021907928379318;0.0016226029514257773;01-01-01-01-01-02-01
0.0019161514043381652;0.000560744587214654;0.0006618038257421296;0.0007995759551279798;0.9896238894220185;0.001702951387183418;0.00291442588546914;0.0018204575329060111;01-01-01-01-01-02-04
0.003126314113817907;0.001575263936739441;0.0051193888500241525;0.0008367333744937211;0.009333964637551822;0.011713188196008955;0.03913536002907823;0.9291597868622857;01-01-01-01-01-02-09
0.0010632062131834357;0.0005688840445654781;0.0012331998089560052;0.00020030628068027064;0.002381906110609142;0.0046122573937056426;0.0018879247092216567;0.9880523154390783;01-01-01-01-01-02-22
0.00023766869085547685;0.0011541641236985864;0.0007202983667590751;0.002915700639519531;0.0034397510100236117;0.0006072017117932786;0.9883927746522513;0.00253244080509909;01-01-01-01-02-01-01
0.002731777017613266;0.0014733927747854704;0.0018277738923535981;0.0007150013286444603;0.004649930004181028;0.005763737273987113;0.004539691969718409;0.9782986957387164;01-01-01-01-02-01-04
0.0015167263181671583;0.002622707091502791;0.006866259918286839;0.9596148507777402;0.001335241900236593;0.007513455923345932;0.019206882157417247;0.0013238759133032633;01-01-01-01-02-01-09
0.000497252840518454;0.0016407629036349308;0.0007371175891502408;0.005323560466093921;0.006629911872240743;0.001038655548436281;0.9809022742274065;0.003230464552519164;01-01-01-01-02-01-22
0.0036979127402412223;0.014086818938301125;0.9637744410673659;0.0028403860252360093;0.0018645414642268203;0.0026548755275946695;0.0016632270327660182;0.009417797204268332;01-01-01-01-02-02-01
0.26533703020162513;0.6443188097955177;0.006528383314124904;0.06131173522427689;0.006652500350405465;0.0008113806989155457;0.005375425980364164;0.009664734434770254;01-01-01-01-02-02-04
