embs0;embs1;embs2;embs3;embs4;embs5;embs6;embs7;video_name
0.007138727544053518;0.04800346819796877;0.015917899174662256;0.0013961127576074517;0.004585432703918368;0.010091452316959536;0.005679860341581404;0.9071870469632487;01-01-01-01-01-01-02
0.9762452223444672;0.005423157096963037;0.0028716112541894716;0.004919196978884353;0.0036846544313234486;0.0013881923547041332;0.0013772420967360201;0.0040907234427323075;01-01-01-01-01-01-05
0.004566352867277682;0.003099619437996349;0.004203914420273787;0.001958679392997367;0.0064030301928755225;0.018189093703371347;0.005869105191308534;0.9557102047938993;01-01-01-01-01-01-14
0.002318214356543852;0.007042402760709835;0.004595300065123592;0.9553073237866246;0.004019639172420773;0.005563442024863736;0.020543507417045095;0.0006101704166684593;01-01-01-01-01-01-15
0.0014557641768839756;0.0012341581787466123;0.9887316809872893;0.0015583466797677043;0.0013209293287475496;0.0026220632644266724;0.0006397227425964635;0.0024373346415416507;01-01-01-01-01-01-16
0.0018688444423696586;0.0034097857137928927;0.0025700114881672185;0.0005762092305337216;0.002477249120608094;0.005334306424634689;0.003687790642773453;0.9800758029371204;01-01-01-01-01-02-02
0.0007752866246804539;0.0010586465778944492;0.003408899554173872;0.005539895138676971;0.004418211677213426;0.9639717138713755;0.0036644244646048558;0.01716292209138051;01-01-01-01-01-02-05
0.001165641047166468;0.0020282953447514095;0.0013411431313448902;0.9823743186726144;0.0017766478726974999;0.006182157728747422;0.00454562651914836;0.0005861696835297994;01-01-01-01-01-02-14
0.0028199580176199593;0.9906782189054442;0.0013356445528056773;0.0017640456190970745;0.0008098793782803464;0.0002362790816810524;0.0010230362274070931;0.0013329382176645692;01-01-01-01-01-02-15
0.014066613010123198;0.7712948164357922;0.008294983796555043;0.031602377514222686;0.011155757498495148;0.008713377734548784;0.03859936516693113;0.11627270884333171;01-01-01-01-01-02-16
0.0038028093113285535;0.9862511808542028;0.0012905318035788841;0.004235156673041743;0.0012336924373554479;0.0003867598023392618;0.001213966089453618;0.0015859030286997204;01-01-01-01-02-01-02
0.0007974014887957934;0.0006311418571120195;0.000777692660046175;0.0010772054224110776;0.9912158224625258;0.0015749247158483048;0.0029205933674771316;0.0010052180257835639;01-01-01-01-02-01-05
0.002510664368102977;0.9898942651222986;0.0016620203931500992;0.0025945358827570717;0.0006893359006633223;0.00023858508600317852;0.0012263518775745886;0.0011842413694501794;01-01-01-01-02-01-14
0.0016216975503576983;0.004743508370583554;0.0032444623402213776;0.9726943292411869;0.0023001090697398504;0.006361308939380071;0.00792549139358026;0.0011090930949501942;01-01-01-01-02-01-15
0.0010648193923412242;0.0007628330829328023;0.0007198521856688005;0.0012238154408736287;0.9909817566225537;0.0012766657297290627;0.0031350056153477066;0.0008352519305532096;01-01-01-01-02-01-16
0.0013370777440375823;0.0010122114577675123;0.0013067536367446953;0.0011242169759885436;0.9879072444396739;0.0019710306696684404;0.0034629643576117894;0.001878500718507623;01-01-01-01-02-02-02
0.0010548632934480248;0.0023353307531967403;0.0017907349213880667;0.0004232776907659523;0.001440616182411043;0.005066985777494883;0.0021553717389422734;0.985732819642353;01-01-01-01-02-02-05
0.002282708179423031;0.9911606444235003;0.0018753531209415144;0.00153320492439357;0.0006367816860866853;0.00023202375700796885;0.0011429927772479039;0.0011362911313990887;01-01-01-01-02-02-14
0.0008281643654097389;0.0012697887622437132;0.0012709140960182452;0.0013588247584187937;0.9855850112681193;0.001908847518841255;0.005823251590154983;0.001955197640793719;01-01-01-01-02-02-15
0.0019014256914793783;0.0011468388782366512;0.0014710907372722935;0.008097426754139709;0.0036421017786562987;0.9773255539831356;0.0012689764687585968;0.005146585708321391;01-01-01-01-02-02-16
0.0029489827449747617;0.00446985364164449;0.004906326319896422;0.0008693425931374578;0.00861278842456603;0.0064045568512147415;0.011945389388667947;0.9598427600358982;01-01-02-01-01-01-02
0.9781207390124937;0.0054692573049302685;0.0024923761896740336;0.0046509332792003324;0.0035748527350290987;0.0011548389430458628;0.0013819355155953198;0.0031550670200314285;01-01-02-01-01-01-05
0.0012008998947982189;0.0012925423410933407;0.0010362705894721269;0.001638045175090832;0.987444432599687;0.0025347956976926015;0.0029242399140798885;0.0019287737880859534;01-01-02-01-01-01-14
0.006373137304420322;0.0028163383770713406;0.0017734886336516183;0.005124993253357882;0.9695268091085633;0.006382818124828701;0.0059414788639122985;0.002060936334194706;01-01-02-01-01-01-15
0.0018519129130103139;0.9910260602310298;0.002307470931068525;0.0013043117154049615;0.0006766680258146778;0.00022971262018946893;0.0013305459369334959;0.0012733176265485994;01-01-02-01-01-01-16
0.002352218105888702;0.0021943374572860157;0.9830358744390868;0.002806533028685374;0.0017139168728737466;0.0035049370164016323;0.0007189459231928124;0.0036732371565849275;01-01-02-01-01-02-02
0.0013735161889044183;0.00470997225397111;0.004558797858037431;0.00047761228574408235;0.0015100347637067167;0.003965879335937003;0.003887455130989275;0.97951673218271;01-01-02-01-01-02-05
0.0013675206879220166;0.0020898116933612053;0.0025971939474943354;0.000396029537107384;0.0012372064447264493;0.004853214005821271;0.0017005127171924293;0.9857585109663748;01-01-02-01-01-02-14
