embs0;embs1;embs2;embs3;embs4;embs5;embs6;embs7;name;emotion;actor
-0.6067413091659546;7.826859474182129;-0.25386524200439453;-2.357351541519165;-3.323852777481079;-0.08196794986724854;-0.07867899537086487;-0.35945457220077515;01-01-02-01-02-02-22;Calm;22
-0.5050989389419556;7.801562786102295;-0.05416212975978851;-2.428558826446533;-3.421100616455078;-0.38468319177627563;0.2587173283100128;-0.48768413066864014;01-01-02-01-01-01-06;Calm;6
0.1989438831806183;-0.26923033595085144;8.441939353942871;-1.523282527923584;-3.511096477508545;-2.5734949111938477;0.5732439756393433;-0.41182419657707214;01-01-07-02-02-02-18;Disgust;18
-1.9481537342071533;1.3672618865966797;-1.291597843170166;-1.8424607515335083;0.148602694272995;7.075009346008301;-1.6846091747283936;-0.9004462957382202;01-01-01-01-02-02-13;Neutral;13
-0.35682958364486694;-3.6585428714752197;-3.5318567752838135;-0.5902954936027527;7.970289707183838;-0.09648419171571732;-0.8188698291778564;0.7577990889549255;01-01-03-02-01-01-23;Happy;23
-0.3574663996696472;-2.9362852573394775;-1.858938217163086;8.006915092468262;-0.5656861662864685;-2.581815004348755;-0.40994206070899963;-0.9712780117988586;01-01-06-01-02-01-03;Fear;3
8.157502174377441;-1.7776895761489868;-0.23775184154510498;-0.3241560161113739;-0.5018977522850037;-2.865098237991333;-1.641799807548523;-0.8754100203514099;01-01-05-02-01-02-09;Angry;9
-0.938769519329071;-0.9830687642097473;-0.07719597965478897;-0.7939977645874023;-0.33297082781791687;-0.8856949806213379;-4.188671588897705;8.046648025512695;01-01-08-01-01-02-06;Surprise;6
-1.1083130836486816;-0.3425687253475189;-0.2981243431568146;-0.02098078839480877;-0.5114915370941162;-2.514988422393799;8.131141662597656;-4.160668849945068;01-01-04-01-01-01-13;Sad;13
-0.6374332904815674;-3.0338759422302246;-3.0896332263946533;-1.5318490266799927;7.7784342765808105;-0.1393064260482788;0.35212627053260803;0.1467435657978058;01-01-03-01-01-01-17;Happy;17
-0.44145700335502625;-2.649489402770996;-1.6958144903182983;7.983144760131836;-1.048876166343689;-2.6212449073791504;-0.20859920978546143;-1.0333870649337769;01-01-06-01-02-01-09;Fear;9
-1.8137905597686768;1.2173314094543457;-1.3328263759613037;-1.8861531019210815;0.32672739028930664;7.099422454833984;-1.8785735368728638;-0.7694558501243591;01-01-01-01-01-01-17;Neutral;17
0.118304543197155;-0.1808871626853943;8.518397331237793;-1.565276861190796;-3.656484365463257;-2.4229958057403564;0.2966684401035309;-0.15222369134426117;01-01-07-02-01-01-09;Disgust;9
-0.6514296531677246;7.839364051818848;-0.45772719383239746;-2.2066712379455566;-3.389378547668457;0.17114463448524475;-0.097345270216465;-0.4936859607696533;01-01-02-01-02-02-01;Calm;1
-0.5866495966911316;7.768195629119873;0.018131697550415993;-2.497451066970825;-3.2541160583496094;-0.43817564845085144;0.0850919634103775;-0.2954968214035034;01-01-02-02-02-01-07;Calm;7
8.046405792236328;-1.5169992446899414;-0.4538797438144684;-1.0958188772201538;-0.007585397455841303;-2.414991855621338;-1.2990883588790894;-1.204140067100525;01-01-05-01-01-02-04;Angry;4
-1.3154642581939697;-0.44259434938430786;-0.5137428641319275;0.13554348051548004;-0.22042018175125122;-2.6031582355499268;8.078131675720215;-4.008888244628906;01-01-04-02-01-02-10;Sad;10
