01-01-02-01-01-01-10.csv,"[-4.575479030609131, 9.429476737976074, -3.5763323307037354, -3.65346622467041, 0.5485907793045044, -0.16397440433502197, 1.6815210580825806, -0.46107354760169983]"
01-01-07-01-01-02-24.csv,"[2.363386392593384, -3.646333932876587, 5.7135772705078125, -1.6504281759262085, -1.6026206016540527, -4.874974727630615, 0.5387127995491028, 1.5680594444274902]"
01-01-08-02-01-01-19.csv,"[0.21697862446308136, -2.1333706378936768, -1.989789366722107, 0.1262643188238144, -2.519029378890991, -2.577817678451538, -0.08192476630210876, 5.810361862182617]"
01-01-07-01-02-01-10.csv,"[1.4353816509246826, -4.25636100769043, 7.5525803565979, -2.090620756149292, -0.849886417388916, -5.913938999176025, 0.43673616647720337, 1.8503154516220093]"
01-01-07-02-02-01-16.csv,"[-0.6115375757217407, -3.058910369873047, 5.650136470794678, -1.126484751701355, -0.4730422794818878, -6.449224472045898, 0.5974864959716797, 3.5350096225738525]"
01-01-05-01-02-01-16.csv,"[7.435547828674316, -4.353512763977051, -0.3553607761859894, 1.4258135557174683, -4.0411458015441895, -1.7088170051574707, -0.5191726684570312, 1.816044807434082]"
01-01-06-02-01-01-08.csv,"[0.0047113411128520966, -4.892495155334473, 0.12013188004493713, 5.76076602935791, -1.3412424325942993, -5.563343048095703, -1.111558437347412, 4.470574855804443]"
01-01-04-02-02-02-14.csv,"[0.8775661587715149, -3.5035085678100586, 2.1825287342071533, 1.560131549835205, -3.0130112171173096, -3.7720792293548584, 3.790121555328369, 1.2202526330947876]"
01-01-02-02-02-02-21.csv,"[-4.216928482055664, 7.668999671936035, -3.4676592350006104, -2.2591280937194824, 1.8792046308517456, -0.42726951837539673, 1.1632211208343506, -0.9517236948013306]"
01-01-04-01-01-01-24.csv,"[2.3349525928497314, -2.4575953483581543, 1.9828459024429321, -0.30490273237228394, -3.7473819255828857, -3.44124436378479, 4.29857063293457, 0.6424421668052673]"
01-01-03-02-01-02-24.csv,"[-3.553145170211792, 0.2244647741317749, -0.41603347659111023, -1.0982015132904053, 8.158371925354004, -3.5742578506469727, -0.7142915725708008, 1.3817769289016724]"
01-01-08-02-01-01-18.csv,"[-2.9599578380584717, -2.7517786026000977, -0.3533293306827545, 2.1318929195404053, 0.4281676113605499, -6.897022247314453, 0.7025383710861206, 5.560842990875244]"
01-01-04-01-02-01-10.csv,"[-0.6428627371788025, -0.9612698554992676, -2.5671205520629883, 3.2890632152557373, -4.866411209106445, -0.665666401386261, 5.890254974365234, -0.5964407920837402]"
01-01-06-02-02-02-07.csv,"[1.1377383470535278, -4.545401096343994, -2.3998496532440186, 7.756441116333008, -4.137243747711182, -3.780172109603882, 1.678584337234497, 1.691921591758728]"
01-01-05-01-02-02-06.csv,"[7.622592926025391, -6.0224785804748535, -0.04466120898723602, 2.08897066116333, -4.048542499542236, -2.699179172515869, -0.9549384117126465, 3.0113210678100586]"
01-01-04-01-02-01-17.csv,"[-1.8051095008850098, 0.8074551820755005, -3.577967405319214, 2.4853780269622803, -3.7760238647460938, -0.5806506872177124, 6.23514461517334, -1.0047407150268555]"
01-01-05-01-01-01-13.csv,"[7.7779083251953125, -5.266171455383301, -0.3661636412143707, 0.2524223327636719, -3.54300856590271, -1.2273495197296143, -0.3937735855579376, 2.611905574798584]"
01-01-04-01-02-01-24.csv,"[0.6336411833763123, 0.2805001139640808, -3.8196427822113037, -1.3251323699951172, -3.0846402645111084, 0.8841806650161743, 4.844535827636719, 1.0733076333999634]"
01-01-08-02-02-02-23.csv,"[-2.5729496479034424, -1.6241930723190308, -2.9928629398345947, 2.284738779067993, -1.1929455995559692, -4.625506401062012, 1.7472469806671143, 6.253767967224121]"
01-01-02-02-01-02-15.csv,"[-3.3323023319244385, 6.973257064819336, -3.010068655014038, -3.012972354888916, -0.9655983448028564, -0.7317100763320923, 3.0382180213928223, 0.009970173239707947]"
01-01-04-02-01-02-06.csv,"[-0.9562221765518188, -3.4972548484802246, 0.27425041794776917, 3.702108860015869, -3.371973991394043, -5.301790237426758, 4.483852863311768, 1.6700472831726074]"
01-01-02-01-02-02-23.csv,"[-2.2113356590270996, 5.104217529296875, -3.113662004470825, -3.0575618743896484, -2.011195659637451, 2.4161174297332764, 3.1879067420959473, -0.6095812320709229]"
01-01-03-01-01-01-13.csv,"[-4.280201435089111, 0.6997120976448059, -0.8414004445075989, 0.01735018379986286, 7.486339569091797, -2.6354362964630127, -1.1837925910949707, 1.0308767557144165]"
01-01-04-02-02-02-15.csv,"[-1.6444536447525024, 1.9703288078308105, -1.4729994535446167, -0.34382057189941406, -3.0145010948181152, -3.9455487728118896, 6.057941436767578, 0.507244348526001]"
01-01-02-02-01-02-17.csv,"[-2.9532203674316406, 5.077682971954346, -2.07165789604187, -2.783261299133301, -0.43006518483161926, -1.5110828876495361, 3.970250368118286, 0.1591247022151947]"
01-01-06-02-01-01-21.csv,"[-3.505758047103882, -2.4455535411834717, -1.7335587739944458, 6.382678031921387, -1.7037700414657593, -4.753795623779297, 1.628235101699829, 2.9919865131378174]"
01-01-07-02-01-01-21.csv,"[3.2041008472442627, -4.2755126953125, 6.712181091308594, -1.8274482488632202, -1.1285654306411743, -5.510142803192139, -0.7315541505813599, 2.063086986541748]"
01-01-06-02-02-02-19.csv,"[-3.2691924571990967, -1.771865725517273, -0.9440362453460693, 3.2228755950927734, 0.676856517791748, -6.168249130249023, 0.8107521533966064, 4.03094482421875]"
01-01-01-01-02-02-08.csv,"[0.0695783942937851, 1.182875156402588, -4.13375186920166, -1.8947728872299194, -2.944962739944458, 8.141352653503418, 1.9705392122268677, -0.977965235710144]"
01-01-03-01-02-01-15.csv,"[-3.338521718978882, 0.3281899094581604, -0.37621310353279114, -1.1020010709762573, 6.584856033325195, -3.7277204990386963, -0.7138714790344238, 2.2965261936187744]"
01-01-05-01-01-01-20.csv,"[6.2785139083862305, -5.5679521560668945, 0.5472308397293091, 1.8394231796264648, -3.595726490020752, -1.3461670875549316, -0.6509197950363159, 1.9980745315551758]"
01-01-08-02-02-01-13.csv,"[-2.309208869934082, -2.807349681854248, -1.8105312585830688, 2.6651151180267334, 0.6176638603210449, -5.614870548248291, -1.680440902709961, 7.126908779144287]"
01-01-01-01-01-02-21.csv,"[1.1340304613113403, 0.0826214849948883, -3.915908098220825, -1.1083405017852783, -2.8513429164886475, 7.550360679626465, 1.5507230758666992, -1.20208740234375]"
01-01-02-01-02-02-06.csv,"[-2.111727476119995, 4.505323886871338, -5.266782760620117, -1.422804355621338, -0.9651639461517334, 1.9216727018356323, 1.8827385902404785, 1.0309340953826904]"
01-01-06-01-02-01-21.csv,"[-1.3629318475723267, -0.9666246175765991, -3.849309206008911, 3.9674205780029297, -4.291321754455566, -0.4252904951572418, 4.758962631225586, 0.3673619031906128]"
