tag	y	y_hat	posteriors	attentions
01-01-07-02-01-02-04.csv	disgust	disgust	[0.5979418158531189, -3.7038419246673584, 5.822809219360352, 1.9043840169906616, -1.505392074584961, -5.298960208892822, 0.7293446063995361, 1.8344753980636597]	[0.0018954386468976736, 0.001888180267997086, 0.0018859863048419356, 0.001885359757579863, 0.0018852318171411753, 0.0018852715147659183, 0.0018853159854188561, 0.001885308069176972, 0.0018853454384952784, 0.0018854901427403092, 0.0018858263501897454, 0.0018862823490053415, 0.0018867853796109557, 0.001887300400994718, 0.001887891790829599, 0.001888877828605473, 0.0018905269680544734, 0.0018934460822492838, 0.0018977775471284986, 0.001902552554383874, 0.0019064921652898192, 0.0019093616865575314, 0.0019096246687695384, 0.0019068203400820494, 0.0019026210065931082, 0.001900436240248382, 0.0019011262338608503, 0.0019045525696128607, 0.0019121472723782063, 0.0019287639297544956, 0.0019555282779037952, 0.001989478012546897, 0.0020298606250435114, 0.0020852088928222656, 0.0021758954972028732, 0.0023263697512447834, 0.0025329533964395523, 0.0027895073872059584, 0.003059612587094307, 0.003339627990499139, 0.003608548082411289, 0.003851827699691057, 0.004071817267686129, 0.004294315353035927, 0.004572034813463688, 0.00496673071756959, 0.005598253104835749, 0.006603781133890152, 0.008025937713682652, 0.009567198343575, 0.01077121589332819, 0.011479818262159824, 0.011872319504618645, 0.012110426090657711, 0.0122832665219903, 0.01242238562554121, 0.012486876919865608, 0.012328797951340675, 0.012004625983536243, 0.011564064770936966, 0.011041436344385147, 0.010548855178058147, 0.010310509242117405, 0.010407277382910252, 0.01060239877551794, 0.010799698531627655, 0.010801074095070362, 0.010714227333664894, 0.010526685975492, 0.010251801460981369, 0.010136762633919716, 0.01009033340960741, 0.010111489333212376, 0.01021603960543871, 0.010420490056276321, 0.010770944878458977, 0.011069012805819511, 0.01116068847477436, 0.01111400406807661, 0.011062399484217167, 0.011107279919087887, 0.011286989785730839, 0.011541210114955902, 0.011768759228289127, 0.011984274722635746, 0.012117498554289341, 0.012179537676274776, 0.012216753326356411, 0.012257909402251244, 0.012312718667089939, 0.012396669015288353, 0.012556865811347961, 0.01277838833630085, 0.013002056628465652, 0.013143596239387989, 0.01321557629853487, 0.013258512131869793, 0.013295422308146954, 0.013332309201359749, 0.013361180201172829, 0.013393472880125046, 0.013421374373137951, 0.013446511700749397, 0.013467734679579735, 0.013486980460584164, 0.013506453484296799, 0.013522254303097725, 0.013537045568227768, 0.013565613888204098, 0.013600921258330345, 0.013640143908560276, 0.013674086891114712, 0.013696791604161263, 0.013711746782064438, 0.013720040209591389, 0.013715317472815514, 0.013686367310583591, 0.013613402843475342, 0.013431455940008163, 0.013040452264249325, 0.012227768078446388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-07-01-01-01-22.csv	disgust	disgust	[-0.28073713183403015, -3.6969401836395264, 7.402209281921387, 0.6783639192581177, 0.1751057356595993, -5.838255405426025, 0.37423914670944214, 0.8743617534637451]	[0.0014739320613443851, 0.0014892838662490249, 0.0015186459058895707, 0.0015528617659583688, 0.0016030858969315886, 0.0017079571262001991, 0.001964507857337594, 0.0024863439612090588, 0.00342593458481133, 0.00479177525267005, 0.00612525874748826, 0.007081205490976572, 0.007722643669694662, 0.008258501067757607, 0.008681857958436012, 0.009008409455418587, 0.009271275252103806, 0.009488608688116074, 0.009660579264163971, 0.00978402141481638, 0.009899797849357128, 0.010003643110394478, 0.010090780444443226, 0.010153602808713913, 0.010191945359110832, 0.010219425894320011, 0.010236063040792942, 0.010244263336062431, 0.01024178322404623, 0.010228388011455536, 0.01021659467369318, 0.010215414687991142, 0.010239106602966785, 0.010276340879499912, 0.010313537903130054, 0.010347778908908367, 0.010380239225924015, 0.010416490025818348, 0.010451027192175388, 0.010476293973624706, 0.010490099899470806, 0.01049539539963007, 0.01049794815480709, 0.010502067394554615, 0.01051007304340601, 0.010517355054616928, 0.010524335317313671, 0.010530851781368256, 0.0105343759059906, 0.010536063462495804, 0.010536521673202515, 0.01053551398217678, 0.010532914660871029, 0.010528900660574436, 0.010522407479584217, 0.010512626729905605, 0.010500329546630383, 0.010486096143722534, 0.010472712107002735, 0.010451908223330975, 0.010420662350952625, 0.010388324037194252, 0.01035331655293703, 0.01031916681677103, 0.010291006416082382, 0.010269789025187492, 0.010249144397675991, 0.010230827145278454, 0.01020862814038992, 0.010178436525166035, 0.010150551795959473, 0.010135073214769363, 0.01014789193868637, 0.010196306742727757, 0.010254859924316406, 0.010286017321050167, 0.010283690877258778, 0.010251843370497227, 0.010186939500272274, 0.01010225061327219, 0.010001088492572308, 0.009908545762300491, 0.009821479208767414, 0.009745391085743904, 0.009673474356532097, 0.009601211175322533, 0.00953978206962347, 0.00948918517678976, 0.009463407099246979, 0.009445044212043285, 0.009425901807844639, 0.009395764209330082, 0.009360173717141151, 0.009331509470939636, 0.009307175874710083, 0.009182280860841274, 0.008984130807220936, 0.008700225502252579, 0.008329370059072971, 0.00786078441888094, 0.007554178591817617, 0.007297373376786709, 0.007147608324885368, 0.007076738402247429, 0.0071705845184624195, 0.0073993937112390995, 0.007637813221663237, 0.008069243282079697, 0.008653642609715462, 0.009150260128080845, 0.009214840829372406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-04-02-02-02-07.csv	sad	disgust	[-1.6993768215179443, -3.575066328048706, 5.3805131912231445, -0.02623847872018814, -0.2919134199619293, -4.786413669586182, 3.8848814964294434, 0.5532481670379639]	[0.004508035257458687, 0.0070677283219993114, 0.008378293365240097, 0.008719813078641891, 0.008760124444961548, 0.008735613897442818, 0.00869959406554699, 0.008729806169867516, 0.008832587860524654, 0.008993400260806084, 0.009128428995609283, 0.00921270065009594, 0.009324267506599426, 0.009508457034826279, 0.00989419873803854, 0.010385117493569851, 0.010885904543101788, 0.011314477771520615, 0.01166579406708479, 0.011962007731199265, 0.012227739207446575, 0.012453112751245499, 0.012628012336790562, 0.012775941751897335, 0.012886648997664452, 0.01297802571207285, 0.013058431446552277, 0.013124730437994003, 0.01317930780351162, 0.013205246068537235, 0.013215739279985428, 0.013200820423662663, 0.013168282806873322, 0.013116191141307354, 0.013068469241261482, 0.013014361262321472, 0.012951461598277092, 0.01289083156734705, 0.012815193273127079, 0.012718703597784042, 0.012605518102645874, 0.012507908046245575, 0.012476178817451, 0.012455631978809834, 0.012422940693795681, 0.012365098111331463, 0.012263957411050797, 0.01206380408257246, 0.011739704757928848, 0.01128981914371252, 0.010828226804733276, 0.01044407207518816, 0.010163105092942715, 0.009910783730447292, 0.009670219384133816, 0.009420838207006454, 0.0091552110388875, 0.008869057521224022, 0.008551008068025112, 0.008184196427464485, 0.007816235534846783, 0.007407171651721001, 0.006926335394382477, 0.0063904342241585255, 0.005858247634023428, 0.005375145934522152, 0.004986402578651905, 0.004694309551268816, 0.004508746787905693, 0.00443267310038209, 0.004448816645890474, 0.00455642631277442, 0.0047540138475596905, 0.004977877717465162, 0.005206628702580929, 0.005373320076614618, 0.0054258075542747974, 0.005386419594287872, 0.005253354087471962, 0.004983632359653711, 0.004624701105058193, 0.004264803137630224, 0.003976804204285145, 0.003752143820747733, 0.003583428217098117, 0.0034876237623393536, 0.0034437673166394234, 0.0034434644039720297, 0.0034591525327414274, 0.0035174665972590446, 0.0036421671975404024, 0.0038548409938812256, 0.00418707774952054, 0.004661322105675936, 0.005252193193882704, 0.005904269404709339, 0.0065543921664357185, 0.007137757260352373, 0.00760636106133461, 0.007970503531396389, 0.00825319904834032, 0.008483238518238068, 0.008659747429192066, 0.008795593865215778, 0.00888102874159813, 0.008928286843001842, 0.008957781828939915, 0.009016173891723156, 0.009137766435742378, 0.009366699494421482, 0.009728546254336834, 0.010091752745211124, 0.01019516121596098, 0.009740997105836868, 0.007906906306743622, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-08-01-01-02-05.csv	surprise	surprise	[-0.03563334420323372, -0.7204990386962891, -1.9280626773834229, 1.8509536981582642, -2.425554037094116, -3.6859130859375, 0.6150914430618286, 5.889353275299072]	[0.0025276541709899902, 0.0024434763472527266, 0.0024139743763953447, 0.002404967322945595, 0.0024062495213001966, 0.0024126225616782904, 0.002420115517452359, 0.0024245812091976404, 0.0024248892441391945, 0.0024226601235568523, 0.002418885938823223, 0.00241414038464427, 0.0024092274252325296, 0.00240480899810791, 0.002401291159912944, 0.0023988753091543913, 0.0023977088276296854, 0.002397742122411728, 0.002398695098236203, 0.002400602912530303, 0.0024038641713559628, 0.002408568514510989, 0.002415744587779045, 0.0024267463013529778, 0.002444828860461712, 0.002473886590451002, 0.002521144924685359, 0.002601288491860032, 0.002720983698964119, 0.0029463747050613165, 0.003400626126676798, 0.0042031495831906796, 0.005236194934695959, 0.006241793278604746, 0.007079415023326874, 0.007720536086708307, 0.008170572109520435, 0.008536804467439651, 0.008912413381040096, 0.009346802718937397, 0.00984688475728035, 0.01034565083682537, 0.010829095728695393, 0.011282513849437237, 0.011616157367825508, 0.011772984638810158, 0.01193748414516449, 0.012185321189463139, 0.01253422535955906, 0.013129021041095257, 0.013462974689900875, 0.013677372597157955, 0.013785899616777897, 0.013819817453622818, 0.013762353919446468, 0.01361881010234356, 0.013572178781032562, 0.013565197587013245, 0.013552473857998848, 0.013521459884941578, 0.013556098565459251, 0.013646905310451984, 0.013869237154722214, 0.014256078749895096, 0.014748663641512394, 0.015186778269708157, 0.015454841777682304, 0.015603845939040184, 0.015675263479351997, 0.015696590766310692, 0.015684431418776512, 0.015602728351950645, 0.015510616824030876, 0.015417865477502346, 0.015316315926611423, 0.01522991992533207, 0.015188498422503471, 0.015116514638066292, 0.015037511475384235, 0.014929695054888725, 0.01474114041775465, 0.014421451836824417, 0.014032321982085705, 0.013741209171712399, 0.013466996140778065, 0.01322928722947836, 0.0130059365183115, 0.012817036360502243, 0.012647787109017372, 0.012483314611017704, 0.012316782958805561, 0.012142709456384182, 0.01196019072085619, 0.011751813814043999, 0.011524111963808537, 0.011231602169573307, 0.010891729034483433, 0.01030320767313242, 0.009561855345964432, 0.008647318929433823, 0.007586380001157522, 0.006546619348227978, 0.005732683930546045, 0.00523068942129612, 0.005017938558012247, 0.005002035293728113, 0.005142599809914827, 0.005518346093595028, 0.006329203024506569, 0.007874559611082077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-02-01-01-01-15.csv	calm	calm	[-2.9085917472839355, 5.616161823272705, -4.112209320068359, -3.137554168701172, 0.8567680716514587, -0.47804945707321167, 1.3630669116973877, 1.6242132186889648]	[0.013441494666039944, 0.009406618773937225, 0.006607892923057079, 0.005147404503077269, 0.00443891528993845, 0.00404118187725544, 0.0037846649065613747, 0.0036066167522221804, 0.0034821806475520134, 0.003420991124585271, 0.0033829640597105026, 0.003357427194714546, 0.003337058937177062, 0.0033151430543512106, 0.0032895689364522696, 0.003258555894717574, 0.0032300485763698816, 0.0032132272608578205, 0.0032103147823363543, 0.003215366043150425, 0.0032306888606399298, 0.0032656944822520018, 0.003337853355333209, 0.00348479812964797, 0.0037172234151512384, 0.004041744861751795, 0.004379240330308676, 0.004675747826695442, 0.004814862739294767, 0.0047520967200398445, 0.0045670559629797935, 0.004329644609242678, 0.00414271978661418, 0.0040251947939395905, 0.004144780803471804, 0.004525013733655214, 0.005189910996705294, 0.005870899185538292, 0.00626885611563921, 0.006403028033673763, 0.006575482431799173, 0.006985577754676342, 0.007927285507321358, 0.010268998332321644, 0.014079691842198372, 0.01664569042623043, 0.017462195828557014, 0.01752011850476265, 0.017355902120471, 0.017035815864801407, 0.016707222908735275, 0.016420485451817513, 0.016277682036161423, 0.01634620688855648, 0.016270045191049576, 0.01596779190003872, 0.015475800260901451, 0.014966451562941074, 0.014267838560044765, 0.012615734711289406, 0.010717927478253841, 0.0094827925786376, 0.008584998548030853, 0.00797908753156662, 0.007448533084243536, 0.006971387658268213, 0.006542993243783712, 0.006176156923174858, 0.005889984779059887, 0.005687506403774023, 0.0056083290837705135, 0.005595740862190723, 0.005699103232473135, 0.005939926952123642, 0.006330963224172592, 0.006867081858217716, 0.007390694692730904, 0.007798248436301947, 0.008234637789428234, 0.008576234802603722, 0.008994495496153831, 0.009444043971598148, 0.009986184537410736, 0.010652934201061726, 0.011783302761614323, 0.012990749441087246, 0.014216610230505466, 0.01529355626553297, 0.016337422654032707, 0.017171280458569527, 0.017764218151569366, 0.018156031146645546, 0.018401773646473885, 0.018551986664533615, 0.018642429262399673, 0.018687570467591286, 0.018685655668377876, 0.018717026337981224, 0.018759284168481827, 0.018743010237812996, 0.018492015078663826, 0.01750657707452774, 0.01499585434794426, 0.011093704029917717, 0.00833766721189022, 0.007545561995357275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-05-02-01-02-10.csv	angry	angry	[6.638289451599121, -4.305521011352539, 2.221304416656494, 2.4239954948425293, -3.914094924926758, -3.3016655445098877, 0.02194582298398018, 0.95215904712677]	[0.0015493552200496197, 0.0015398499090224504, 0.001536152558401227, 0.0015342626720666885, 0.0015335544012486935, 0.001533153816126287, 0.0015329093439504504, 0.001532995025627315, 0.0015335195930674672, 0.0015346779255196452, 0.0015366964507848024, 0.0015405978774651885, 0.001548366853967309, 0.0015647481195628643, 0.0015983058838173747, 0.001661130110733211, 0.0017910503083840013, 0.002068618545308709, 0.0026403346564620733, 0.0037052836269140244, 0.005365466699004173, 0.007228333503007889, 0.008633572608232498, 0.009417733177542686, 0.009884952567517757, 0.010223301127552986, 0.010509374551475048, 0.010712175630033016, 0.010839181952178478, 0.010905342176556587, 0.010943624190986156, 0.010958747006952763, 0.010964293964207172, 0.010979186743497849, 0.011011864058673382, 0.011059322394430637, 0.011089368723332882, 0.011098496615886688, 0.01110446359962225, 0.011104406788945198, 0.011102333664894104, 0.011100508272647858, 0.011105448938906193, 0.011111150495707989, 0.011119420640170574, 0.011130074970424175, 0.011144391261041164, 0.011161069385707378, 0.011180411092936993, 0.011200585402548313, 0.011221080087125301, 0.011238246224820614, 0.011250793933868408, 0.01125849038362503, 0.01126010064035654, 0.011255101300776005, 0.011242960579693317, 0.011236867867410183, 0.011238179169595242, 0.011244329623878002, 0.011253186501562595, 0.011262654326856136, 0.01127107534557581, 0.011277285404503345, 0.011281095445156097, 0.011284083127975464, 0.011285487562417984, 0.011284517124295235, 0.011281912215054035, 0.011277981102466583, 0.011272702366113663, 0.011266090907156467, 0.011259607039391994, 0.011257601901888847, 0.011258338578045368, 0.011260388419032097, 0.011263291351497173, 0.011265771463513374, 0.01126666460186243, 0.011263356544077396, 0.011249073781073093, 0.011200794950127602, 0.011097761802375317, 0.010999780148267746, 0.01097011473029852, 0.010986576788127422, 0.01101948507130146, 0.011049458757042885, 0.011073346249759197, 0.011091304942965508, 0.011109464801847935, 0.011118252761662006, 0.011112131178379059, 0.011094269342720509, 0.011067647486925125, 0.011037926189601421, 0.010996401309967041, 0.010926674120128155, 0.010791969485580921, 0.010555406101047993, 0.010171734727919102, 0.0095789460465312, 0.008666339330375195, 0.007358842995017767, 0.005671568214893341, 0.004142203368246555, 0.0028292813804000616, 0.0021134091075509787, 0.0017867604037746787, 0.0016464709769934416, 0.0015925081679597497, 0.0015705733094364405, 0.0015592295676469803, 0.0015528873773291707, 0.0015492555685341358, 0.0015471121296286583, 0.0015457154950127006, 0.0015444053569808602, 0.0015427235048264265, 0.0015406323364004493, 0.0015385940205305815, 0.0015373497735708952, 0.0015370369656011462, 0.0015373332425951958, 0.001538022537715733, 0.00153910624794662, 0.0015406664460897446, 0.0015427609905600548, 0.0015452421503141522, 0.0015477178385481238, 0.0015502454480156302, 0.0015550232492387295, 0.0015703460667282343, 0.0016186698339879513]
01-01-03-02-02-01-05.csv	happy	happy	[-4.2837629318237305, 0.059935688972473145, 0.14725598692893982, -1.6618707180023193, 7.61475944519043, -2.817622184753418, -0.04340919479727745, -0.3480492830276489]	[0.00901227816939354, 0.009070579893887043, 0.009029040113091469, 0.009037450887262821, 0.009076645597815514, 0.009134240448474884, 0.009184174239635468, 0.009223642759025097, 0.009251203387975693, 0.009266690351068974, 0.009280786849558353, 0.009293556213378906, 0.009325669147074223, 0.009341101162135601, 0.009354803711175919, 0.009364672005176544, 0.00937074888497591, 0.009372605010867119, 0.009374062530696392, 0.009375914931297302, 0.009376920759677887, 0.009374276734888554, 0.00936773233115673, 0.009361248463392258, 0.009355776943266392, 0.009355172514915466, 0.009356126189231873, 0.009360507130622864, 0.009368452243506908, 0.009379834868013859, 0.00938910711556673, 0.009407627396285534, 0.009414604865014553, 0.009416386485099792, 0.009413903579115868, 0.009406082332134247, 0.009389412589371204, 0.009377136826515198, 0.009365828707814217, 0.00935185793787241, 0.00933915562927723, 0.009324003010988235, 0.00930575281381607, 0.00927391555160284, 0.009250721894204617, 0.00923342164605856, 0.009210105985403061, 0.009221106767654419, 0.009228273294866085, 0.009235545992851257, 0.009245247580111027, 0.009254459291696548, 0.009277093224227428, 0.009279328398406506, 0.009274465031921864, 0.009268983267247677, 0.009258938953280449, 0.009201976470649242, 0.009179674088954926, 0.009169026277959347, 0.009165840223431587, 0.009173911064863205, 0.009189430624246597, 0.009207346476614475, 0.009218493476510048, 0.00922640785574913, 0.00923392828553915, 0.009238528087735176, 0.009241532534360886, 0.009247062727808952, 0.009260415099561214, 0.009278563782572746, 0.0093002300709486, 0.009321536868810654, 0.009339396841824055, 0.009353168308734894, 0.009367227554321289, 0.00938363652676344, 0.009393693879246712, 0.009398842230439186, 0.009399584494531155, 0.009397600777447224, 0.009396919049322605, 0.009403678588569164, 0.009397696703672409, 0.009391327388584614, 0.009383411146700382, 0.00936745572835207, 0.00935929361730814, 0.009352317079901695, 0.009347721002995968, 0.009344815276563168, 0.009343216195702553, 0.00934139546006918, 0.009340990334749222, 0.009342530742287636, 0.009353019297122955, 0.009346652776002884, 0.00934351421892643, 0.009339990094304085, 0.009331858716905117, 0.009320361539721489, 0.009295792318880558, 0.009231810458004475, 0.009082796052098274, 0.008808944374322891, 0.008208071812987328, 0.006529028993099928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-08-01-01-02-06.csv	surprise	fear	[-1.1954083442687988, -3.2296550273895264, -1.7446454763412476, 4.361374855041504, -3.8053879737854004, -1.5986965894699097, 3.104829788208008, 3.6003572940826416]	[0.008837781846523285, 0.008725462481379509, 0.00868682935833931, 0.008674420416355133, 0.00867141131311655, 0.008672455325722694, 0.008675972931087017, 0.008681624196469784, 0.008689260110259056, 0.00869832281023264, 0.008707523345947266, 0.008717820979654789, 0.008728764951229095, 0.008740019053220749, 0.008752129040658474, 0.008766691200435162, 0.0087842782959342, 0.008806616999208927, 0.008833796717226505, 0.008866566233336926, 0.008902130648493767, 0.00893910601735115, 0.008977067656815052, 0.009013860486447811, 0.009036753326654434, 0.009044351987540722, 0.009040173143148422, 0.009027170948684216, 0.00901037734001875, 0.008994242176413536, 0.008979215286672115, 0.008962653577327728, 0.008943005464971066, 0.008916178718209267, 0.008895739912986755, 0.00887792557477951, 0.008863059803843498, 0.008853019215166569, 0.00885114073753357, 0.008856846019625664, 0.008887382224202156, 0.008946639485657215, 0.00905011035501957, 0.009185184724628925, 0.009274997748434544, 0.009272378869354725, 0.009224172681570053, 0.009198775514960289, 0.009184702299535275, 0.009206300601363182, 0.009245874360203743, 0.009319888427853584, 0.009375634603202343, 0.009410938248038292, 0.009440542198717594, 0.009501626715064049, 0.009605263359844685, 0.00980556383728981, 0.010029704309999943, 0.010256495326757431, 0.010465000756084919, 0.010639844462275505, 0.010802841745316982, 0.010961801744997501, 0.01116349920630455, 0.011348995380103588, 0.011565995402634144, 0.011773261241614819, 0.011949003674089909, 0.01207957323640585, 0.01220829039812088, 0.012309305369853973, 0.01238799188286066, 0.012437647208571434, 0.012466564774513245, 0.012480273842811584, 0.012452024966478348, 0.01239268109202385, 0.012290893122553825, 0.01216878741979599, 0.012051023542881012, 0.011948129162192345, 0.01185988262295723, 0.011776384897530079, 0.011711054481565952, 0.011682223528623581, 0.011705326847732067, 0.011800050735473633, 0.01199756097048521, 0.012363727204501629, 0.013011503033339977, 0.014108220115303993, 0.01567414589226246, 0.01736074686050415, 0.019580915570259094, 0.023900853469967842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-04-02-02-02-06.csv	sad	sad	[-1.7165600061416626, -2.887683391571045, 0.1037430614233017, 3.3310370445251465, -3.5296995639801025, -1.7990168333053589, 5.210020542144775, 1.7507293224334717]	[0.007890596985816956, 0.0077100214548408985, 0.0075416178442537785, 0.0072377342730760574, 0.006861526984721422, 0.006583590060472488, 0.006472055800259113, 0.006492841988801956, 0.006537958979606628, 0.006527444813400507, 0.006455619353801012, 0.006362474523484707, 0.006272074766457081, 0.006208856124430895, 0.006179850548505783, 0.0062017361633479595, 0.006244530901312828, 0.006311103235930204, 0.006400109734386206, 0.006510123610496521, 0.0066354647278785706, 0.006777778267860413, 0.006923170760273933, 0.007016313727945089, 0.007064132485538721, 0.007056993432343006, 0.006991706322878599, 0.00688612787052989, 0.006779934279620647, 0.00667171087116003, 0.006561459973454475, 0.0064507583156228065, 0.006331583950668573, 0.006230416242033243, 0.006137808319181204, 0.006053083576261997, 0.0059850141406059265, 0.0059297108091413975, 0.00589715177193284, 0.0058918120339512825, 0.005895891692489386, 0.00590785127133131, 0.005928229074925184, 0.005952803883701563, 0.005977334454655647, 0.005994878243654966, 0.006025573238730431, 0.006052685901522636, 0.006055241916328669, 0.006044331938028336, 0.0060287234373390675, 0.0060062650591135025, 0.005984128452837467, 0.005972921848297119, 0.005948972888290882, 0.005908004939556122, 0.005850594956427813, 0.0057694497518241405, 0.0056771752424538136, 0.005586046725511551, 0.005511260125786066, 0.005462636239826679, 0.005437471438199282, 0.005432069301605225, 0.005435512401163578, 0.005444622598588467, 0.005460035987198353, 0.005484588444232941, 0.00551798427477479, 0.005558062344789505, 0.005600923206657171, 0.005640740040689707, 0.005675762426108122, 0.005713104736059904, 0.00577555363997817, 0.0058623673394322395, 0.0059736366383731365, 0.006086503621190786, 0.006174200680106878, 0.0062302276492118835, 0.006277263630181551, 0.006305840332061052, 0.006313638761639595, 0.006320517044514418, 0.006296591367572546, 0.006246712524443865, 0.006201193667948246, 0.006167193409055471, 0.006169794127345085, 0.006191136781126261, 0.006217415444552898, 0.006239664275199175, 0.006260129157453775, 0.006265887059271336, 0.006272978615015745, 0.006290018558502197, 0.006318546365946531, 0.00637672608718276, 0.006482837256044149, 0.006652299780398607, 0.0069435653276741505, 0.007462577428668737, 0.00820346549153328, 0.009049099870026112, 0.009958789683878422, 0.011008127592504025, 0.012297963723540306, 0.013841350562870502, 0.015664637088775635, 0.017839357256889343, 0.020444795489311218, 0.0234135240316391, 0.026258479803800583, 0.028529377654194832, 0.030077334493398666, 0.031177831813693047, 0.03186917304992676, 0.031407613307237625, 0.02746177650988102, 0.015906451269984245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-02-01-01-01-11.csv	calm	calm	[-2.599642515182495, 5.4106574058532715, -4.342581748962402, -3.339456796646118, 0.49891579151153564, 2.0753345489501953, 1.1997755765914917, 0.28392893075942993]	[0.022805798798799515, 0.01968860812485218, 0.017552511766552925, 0.016029540449380875, 0.014526672661304474, 0.012970530427992344, 0.011489230208098888, 0.010183592326939106, 0.009084447287023067, 0.008210241794586182, 0.007563888095319271, 0.007096439599990845, 0.0067407493479549885, 0.0065878150053322315, 0.006485660560429096, 0.0064310901798307896, 0.006411044392734766, 0.006437376141548157, 0.006515278946608305, 0.0066210804507136345, 0.006713065318763256, 0.006757471710443497, 0.006732557434588671, 0.006740732118487358, 0.006859741173684597, 0.006911781150847673, 0.006754987873136997, 0.0065337237901985645, 0.006359291262924671, 0.006230388302356005, 0.0061423941515386105, 0.006105452310293913, 0.006093832664191723, 0.006081380881369114, 0.006069540046155453, 0.0060853054746985435, 0.006165584083646536, 0.006323542445898056, 0.006583606358617544, 0.0070136296562850475, 0.00770279485732317, 0.008777965791523457, 0.010354725643992424, 0.012083685025572777, 0.01329708006232977, 0.013696054928004742, 0.013537864200770855, 0.013319212011992931, 0.01358752977102995, 0.013756669126451015, 0.013341916725039482, 0.012310885824263096, 0.011057980358600616, 0.009828498587012291, 0.009175033308565617, 0.008897935971617699, 0.00882705207914114, 0.008809145539999008, 0.008785835467278957, 0.00879110861569643, 0.009010315872728825, 0.009503701701760292, 0.010377179831266403, 0.011968687176704407, 0.015108696185052395, 0.018893558531999588, 0.02108754590153694, 0.02197488769888878, 0.02212008275091648, 0.021966243162751198, 0.021467940881848335, 0.020648539066314697, 0.019530251622200012, 0.01818561553955078, 0.01671607978641987, 0.015067152678966522, 0.013289528898894787, 0.011300095357000828, 0.009961088187992573, 0.009021352045238018, 0.008387279696762562, 0.007962807081639767, 0.0076548634096980095, 0.007429211866110563, 0.007426486350595951, 0.0073325554840266705, 0.007257336750626564, 0.007172005251049995, 0.007088643033057451, 0.006969700567424297, 0.006815725937485695, 0.006612105295062065, 0.006369514390826225, 0.006127998698502779, 0.005927573423832655, 0.0058161490596830845, 0.0058019463904201984, 0.006020908709615469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
