tag	y	y_hat	posteriors	attentions
01-01-08-01-02-01-24.csv	surprise	surprise	[1.822070837020874, -2.4095828533172607, -1.1267566680908203, 2.55387544631958, -2.35088849067688, -3.1635093688964844, 0.9415304660797119, 4.789978981018066]	[0.010352781042456627, 0.009797305800020695, 0.009632645174860954, 0.00959810335189104, 0.009595213457942009, 0.009606780484318733, 0.009632346220314503, 0.009664105251431465, 0.009692143648862839, 0.009712383151054382, 0.009726658463478088, 0.00974651612341404, 0.009792741388082504, 0.009880359284579754, 0.010027834214270115, 0.010261214338243008, 0.010593658313155174, 0.01098009292036295, 0.011234832927584648, 0.011365856043994427, 0.011396273970603943, 0.01141227874904871, 0.011402653530240059, 0.011370239779353142, 0.011335672810673714, 0.011287417262792587, 0.011188282631337643, 0.01099233329296112, 0.01066797785460949, 0.010306494310498238, 0.010060678236186504, 0.009936768561601639, 0.009872453287243843, 0.009844046086072922, 0.009832431562244892, 0.00981468241661787, 0.009800807572901249, 0.009789491072297096, 0.00977354496717453, 0.009756329469382763, 0.009742739610373974, 0.009734167717397213, 0.009743413887917995, 0.00977272167801857, 0.009853098541498184, 0.009952283464372158, 0.009988195262849331, 0.009954502806067467, 0.009914349764585495, 0.009843112900853157, 0.009779308922588825, 0.009771998040378094, 0.009771852754056454, 0.009727750904858112, 0.009677493944764137, 0.00965327862650156, 0.009648243896663189, 0.009658328257501125, 0.00968107394874096, 0.009696850553154945, 0.009694122709333897, 0.009684242308139801, 0.009673619642853737, 0.009659931994974613, 0.009645781479775906, 0.009629225358366966, 0.0096160639077425, 0.00960722379386425, 0.009601853787899017, 0.009598289616405964, 0.009596441872417927, 0.009595109149813652, 0.009593506343662739, 0.009591956622898579, 0.00959071982651949, 0.009589947760105133, 0.009589338675141335, 0.009588940069079399, 0.009588642045855522, 0.009588408283889294, 0.009588182903826237, 0.009587966836988926, 0.009587760083377361, 0.009587636217474937, 0.00958750769495964, 0.009587425738573074, 0.009587201289832592, 0.009586665779352188, 0.009585675783455372, 0.009584350511431694, 0.00958304014056921, 0.00958200078457594, 0.009581223130226135, 0.009580540470778942, 0.009580058977007866, 0.009579910896718502, 0.009580321609973907, 0.00958184339106083, 0.009586968459188938, 0.009604404680430889, 0.009666784666478634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-04-02-01-01-11.csv	sad	sad	[-2.3370304107666016, 0.5768975019454956, -1.0496846437454224, -0.16546034812927246, -2.1748266220092773, -2.387239456176758, 4.732863426208496, 1.340756893157959]	[0.003611137391999364, 0.0035773292183876038, 0.0035663547459989786, 0.0035626122262328863, 0.0035610876511782408, 0.00356066832318902, 0.003560689277946949, 0.003560840617865324, 0.0035610690247267485, 0.0035612485371530056, 0.0035613765940070152, 0.003561413614079356, 0.003561362624168396, 0.003561266465112567, 0.0035611751955002546, 0.0035611619241535664, 0.0035613446962088346, 0.0035615989472717047, 0.0035619493573904037, 0.0035624001175165176, 0.003562974277883768, 0.0035637221299111843, 0.003565163817256689, 0.0035684374161064625, 0.0035785690415650606, 0.0036077958066016436, 0.0036991701927036047, 0.00395188108086586, 0.004485852550715208, 0.005485113710165024, 0.007529421243816614, 0.011131664738059044, 0.01514559518545866, 0.018087640404701233, 0.020015032961964607, 0.021362440660595894, 0.02253222092986107, 0.02355334348976612, 0.024283938109874725, 0.024802565574645996, 0.02519100531935692, 0.025509413331747055, 0.025745674967765808, 0.02590849995613098, 0.026000015437602997, 0.026060519739985466, 0.02610681764781475, 0.026142200455069542, 0.026158800348639488, 0.026142917573451996, 0.02612575702369213, 0.026115354150533676, 0.026063688099384308, 0.025819625705480576, 0.025031205266714096, 0.023529905825853348, 0.021842429414391518, 0.02043016441166401, 0.019230931997299194, 0.01793760247528553, 0.016044264659285545, 0.013377080671489239, 0.010585587471723557, 0.00849368516355753, 0.007122951094061136, 0.006342874374240637, 0.005937993060797453, 0.005811299663037062, 0.005949787795543671, 0.006118422839790583, 0.0059552667662501335, 0.00556265190243721, 0.005303237587213516, 0.0051298304460942745, 0.004884344059973955, 0.004599148873239756, 0.004341135732829571, 0.004232851788401604, 0.004201055970042944, 0.00424837414175272, 0.004357519093900919, 0.004404900595545769, 0.004326042719185352, 0.0041726804338395596, 0.004003260750323534, 0.003863467602059245, 0.0037680640816688538, 0.003714777296409011, 0.003681225934997201, 0.0036603508051484823, 0.003647171426564455, 0.003636863548308611, 0.00362361129373312, 0.003602311247959733, 0.003578701987862587, 0.0035657091066241264, 0.0035615582019090652, 0.0035609109327197075, 0.0035619493573904037, 0.003563884412869811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-02-01-01-01-13.csv	calm	calm	[-2.103508710861206, 6.107503890991211, -3.3059871196746826, -0.33963578939437866, 1.4043526649475098, -1.9855749607086182, -0.13780254125595093, 0.8939986824989319]	[0.01010783389210701, 0.010097346268594265, 0.010094011202454567, 0.010092907585203648, 0.01009250245988369, 0.010092350654304028, 0.010092290118336678, 0.010092264972627163, 0.010092259384691715, 0.010092283599078655, 0.010092349722981453, 0.01009242981672287, 0.01009253691881895, 0.010092657059431076, 0.010092775337398052, 0.010092947632074356, 0.010093201883137226, 0.01009362656623125, 0.01009451411664486, 0.010096248239278793, 0.01009859424084425, 0.010100828483700752, 0.010102503001689911, 0.010103140026330948, 0.010102134197950363, 0.01010145153850317, 0.010101405903697014, 0.010102069936692715, 0.01010260358452797, 0.01010245829820633, 0.010102121159434319, 0.010101618245244026, 0.010100757703185081, 0.010099454782903194, 0.010097965598106384, 0.010096674785017967, 0.010095696896314621, 0.01009519025683403, 0.010094891302287579, 0.010094719007611275, 0.010094670578837395, 0.010094579309225082, 0.010094506666064262, 0.010094419121742249, 0.010094307363033295, 0.01009418722242117, 0.010094041004776955, 0.010093853808939457, 0.010093660093843937, 0.010093494318425655, 0.010093376971781254, 0.010093308053910732, 0.01009327732026577, 0.01009327732026577, 0.010093295946717262, 0.010093280114233494, 0.010093237273395061, 0.01009318046271801, 0.010093115270137787, 0.01009304914623499, 0.01009297277778387, 0.010092854499816895, 0.010092726908624172, 0.010092617012560368, 0.010092551819980145, 0.010092528536915779, 0.010092525742948055, 0.01009252667427063, 0.010092534124851227, 0.010092539712786674, 0.010092534124851227, 0.010092535056173801, 0.01009253691881895, 0.010092558339238167, 0.010092617943882942, 0.010092713870108128, 0.010092836804687977, 0.010092979297041893, 0.010093135759234428, 0.010093308985233307, 0.01009351946413517, 0.01009379979223013, 0.010094229131937027, 0.01009485125541687, 0.010095832869410515, 0.010097406804561615, 0.010099818930029869, 0.010103260166943073, 0.010107585228979588, 0.010112379677593708, 0.010117340832948685, 0.010121967643499374, 0.010126397013664246, 0.01013096421957016, 0.010136372409760952, 0.010145357809960842, 0.010166002437472343, 0.010203334502875805, 0.010255733504891396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-01-01-01-02-11.csv	neutral	neutral	[0.3432648181915283, -0.10052341222763062, -3.6623549461364746, -0.026087768375873566, -3.3848953247070312, 5.356323719024658, 1.4859672784805298, -0.07027100026607513]	[0.004731180611997843, 0.004722941666841507, 0.004720278549939394, 0.004719356540590525, 0.004719013348221779, 0.004718874581158161, 0.0047188131138682365, 0.004718792159110308, 0.004718799144029617, 0.004718828946352005, 0.004718881566077471, 0.004718950018286705, 0.00471904082223773, 0.004719180054962635, 0.004719399847090244, 0.004719801712781191, 0.004720529541373253, 0.004721926525235176, 0.004724383354187012, 0.00472860736772418, 0.004735230468213558, 0.00474522914737463, 0.004760476760566235, 0.004786101169884205, 0.004836167674511671, 0.004945783410221338, 0.005216522607952356, 0.005914184730499983, 0.007357115391641855, 0.009847874753177166, 0.013364185579121113, 0.017868993803858757, 0.022901924327015877, 0.027400873601436615, 0.030143456533551216, 0.031843412667512894, 0.03288588300347328, 0.03352790325880051, 0.033879105001688004, 0.034053508192300797, 0.034217726439237595, 0.03437395021319389, 0.034476350992918015, 0.03452450782060623, 0.034535642713308334, 0.034511346369981766, 0.0344122052192688, 0.03402555361390114, 0.03278566151857376, 0.029794197529554367, 0.02263583429157734, 0.01155391801148653, 0.006723388563841581, 0.005579673685133457, 0.005245468113571405, 0.0051093148067593575, 0.00503738084807992, 0.004984165541827679, 0.004936285316944122, 0.0048914807848632336, 0.004848763812333345, 0.004810373764485121, 0.004778392147272825, 0.004755633883178234, 0.004742427263408899, 0.0047364686615765095, 0.004732675850391388, 0.004729429259896278, 0.004726873245090246, 0.004724699072539806, 0.004723024554550648, 0.004721799399703741, 0.004720939323306084, 0.00472031906247139, 0.004719961900264025, 0.004719835706055164, 0.0047198208048939705, 0.004719887860119343, 0.0047200387343764305, 0.004720177035778761, 0.00472028786316514, 0.0047203307040035725, 0.0047202943824231625, 0.004720191936939955, 0.004720108583569527, 0.004720112308859825, 0.004720277618616819, 0.004720712546259165, 0.004721649456769228, 0.00472351023927331, 0.004727344028651714, 0.0047353957779705524, 0.004752750508487225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-04-01-02-01-22.csv	sad	sad	[-2.1522529125213623, 0.19932250678539276, -2.936025857925415, 2.3198180198669434, -2.6416664123535156, 0.6533273458480835, 3.5483078956604004, 0.635438859462738]	[0.008356954902410507, 0.008014960214495659, 0.007836424745619297, 0.0077557940967381, 0.007723299320787191, 0.007712688762694597, 0.007712884806096554, 0.007721968460828066, 0.00774309691041708, 0.007787271402776241, 0.007874899543821812, 0.008031195029616356, 0.008256340399384499, 0.008539651520550251, 0.008802689611911774, 0.008881914429366589, 0.008802135474979877, 0.008581571280956268, 0.008275873959064484, 0.00805666297674179, 0.007958430796861649, 0.007914310321211815, 0.007879385724663734, 0.007845235988497734, 0.007821856997907162, 0.007811745163053274, 0.007821680046617985, 0.007861310616135597, 0.007928580977022648, 0.007978259585797787, 0.008046025410294533, 0.00818548258394003, 0.008368388749659061, 0.008572586812078953, 0.00870280060917139, 0.008634860627353191, 0.008574271574616432, 0.008506719022989273, 0.008456259034574032, 0.00844127032905817, 0.008461358956992626, 0.00849634688347578, 0.008554862812161446, 0.008543807081878185, 0.0085239103063941, 0.00860165897756815, 0.008838826790452003, 0.009362196549773216, 0.010375735349953175, 0.011975692585110664, 0.013955612666904926, 0.015313812531530857, 0.015570269897580147, 0.01518450677394867, 0.014506484381854534, 0.013900241814553738, 0.01372604165226221, 0.014632069505751133, 0.0161049272865057, 0.018210841342806816, 0.019086258485913277, 0.018153175711631775, 0.016367780044674873, 0.014072505757212639, 0.012046034447848797, 0.010403204709291458, 0.009240338578820229, 0.008462904021143913, 0.008054150268435478, 0.00787741132080555, 0.00779752479866147, 0.007753513287752867, 0.007730820216238499, 0.007718246430158615, 0.007714401464909315, 0.007713851984590292, 0.0077137514017522335, 0.007712561637163162, 0.007710655219852924, 0.007708711549639702, 0.00770585797727108, 0.0077021485194563866, 0.0076975435949862, 0.00769276125356555, 0.0076884375885128975, 0.007685146294534206, 0.0076819416135549545, 0.007679160218685865, 0.007676401175558567, 0.007674836087971926, 0.007673742715269327, 0.007673119194805622, 0.007672569714486599, 0.0076722074300050735, 0.007671929430216551, 0.007671659346669912, 0.0076712979935109615, 0.007670738734304905, 0.007670104503631592, 0.007669686805456877, 0.007669455837458372, 0.0076693822629749775, 0.007669425569474697, 0.007669590413570404, 0.007669926155358553, 0.007670601364225149, 0.007671998348087072, 0.007674971129745245, 0.007681571412831545, 0.007696968503296375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-06-01-02-01-18.csv	fear	disgust	[-0.4231629967689514, -3.8514459133148193, 4.476546287536621, 2.9294633865356445, -0.738204300403595, -6.000600814819336, 1.6932120323181152, 2.094576597213745]	[0.002752917120233178, 0.0026890276931226254, 0.0026686075143516064, 0.0026624163147062063, 0.002660652156919241, 0.0026606020983308554, 0.002661756705492735, 0.0026644032914191484, 0.0026688547804951668, 0.0026746108196675777, 0.0026808385737240314, 0.0026867054402828217, 0.0026928537990897894, 0.0027035262901335955, 0.0027232798747718334, 0.0027554738335311413, 0.002794465981423855, 0.0028382414020597935, 0.0028878427110612392, 0.0029429898131638765, 0.0030143612530082464, 0.003120133187621832, 0.0032832759898155928, 0.0035253383684903383, 0.0038583138957619667, 0.004298037849366665, 0.004801433067768812, 0.005275373812764883, 0.0056399633176624775, 0.005979503504931927, 0.006336301565170288, 0.006809542421251535, 0.007292275782674551, 0.007682233117520809, 0.007930228486657143, 0.008079280145466328, 0.008193843998014927, 0.008270910009741783, 0.008430789224803448, 0.00900652538985014, 0.009891192428767681, 0.010935865342617035, 0.01147191971540451, 0.010762759484350681, 0.008919892832636833, 0.007389168720692396, 0.006422341801226139, 0.005970500875264406, 0.005793727934360504, 0.005505837500095367, 0.005178092513233423, 0.0049496921710669994, 0.004921978339552879, 0.0050319405272603035, 0.0052505191415548325, 0.005593295209109783, 0.006150804925709963, 0.007136046886444092, 0.008528961800038815, 0.010393274016678333, 0.012418420985341072, 0.013921109028160572, 0.014699040912091732, 0.015319477766752243, 0.016038352623581886, 0.016735486686229706, 0.017334813252091408, 0.017602799460291862, 0.017739208415150642, 0.017742784693837166, 0.017606394365429878, 0.01736757904291153, 0.01701969839632511, 0.016792872920632362, 0.016634998843073845, 0.01661369763314724, 0.016627421602606773, 0.01665171980857849, 0.016334474086761475, 0.01545949187129736, 0.014451473020017147, 0.01406082697212696, 0.014173961244523525, 0.014288118109107018, 0.014272523112595081, 0.01413591206073761, 0.013918298296630383, 0.013318593613803387, 0.012763535603880882, 0.012233017012476921, 0.011842025443911552, 0.011625462211668491, 0.011559830978512764, 0.01179194450378418, 0.012543847784399986, 0.013886930420994759, 0.015399794094264507, 0.016627460718154907, 0.017390325665473938, 0.01781143993139267, 0.018032656982541084, 0.01830015331506729, 0.018596090376377106, 0.018820369616150856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-01-01-02-02-17.csv	neutral	neutral	[-0.044174060225486755, -0.766579270362854, -3.33917498588562, 0.026282332837581635, -3.9839468002319336, 5.790753364562988, 2.6009457111358643, -1.1316189765930176]	[0.003101926064118743, 0.0030759545043110847, 0.0030636845622211695, 0.0030580488964915276, 0.0030554828699678183, 0.0030543901957571507, 0.003053963417187333, 0.003053881460800767, 0.0030539364088326693, 0.003054075874388218, 0.0030542497988790274, 0.003054471453651786, 0.0030546875204890966, 0.0030549978837370872, 0.0030554551631212234, 0.003056197427213192, 0.0030572107061743736, 0.003058641916140914, 0.003060596063733101, 0.0030635695438832045, 0.0030681202188134193, 0.0030756406486034393, 0.003088492201641202, 0.0031114148441702127, 0.0031533376313745975, 0.0032309459056705236, 0.0033782192040234804, 0.0036738223861902952, 0.004274335224181414, 0.0054758633486926556, 0.007876647636294365, 0.011210588738322258, 0.013862036168575287, 0.014995506033301353, 0.014929229393601418, 0.014381096698343754, 0.013802235014736652, 0.014156162738800049, 0.014966015703976154, 0.01611410453915596, 0.017529966309666634, 0.01899440586566925, 0.020286861807107925, 0.021228713914752007, 0.021858293563127518, 0.022150982171297073, 0.02230309695005417, 0.022357888519763947, 0.02236977033317089, 0.02235586941242218, 0.022319259122014046, 0.022266464307904243, 0.02223506011068821, 0.022225165739655495, 0.022241009399294853, 0.02226346731185913, 0.02223924919962883, 0.022138571366667747, 0.021939517930150032, 0.021653633564710617, 0.021303966641426086, 0.021057235077023506, 0.020818620920181274, 0.020584428682923317, 0.02036198601126671, 0.020164217799901962, 0.01995922438800335, 0.019721198827028275, 0.018819021061062813, 0.016689246520400047, 0.012395638972520828, 0.007928667590022087, 0.005328439176082611, 0.004256091546267271, 0.003841511905193329, 0.003634506603702903, 0.0035269418731331825, 0.0034639842342585325, 0.0034249532036483288, 0.00339848967269063, 0.0033800278324633837, 0.0033808404114097357, 0.0034428739454597235, 0.0035879197530448437, 0.0038184775039553642, 0.004084121901541948, 0.004315157420933247, 0.004454960115253925, 0.00446825148537755, 0.004326771944761276, 0.004100113175809383, 0.0038514984771609306, 0.003618735820055008, 0.0034297259990125895, 0.0032934467308223248, 0.003208587411791086, 0.0031633982434868813, 0.0031448628287762403, 0.0031469909008592367, 0.0031696611549705267, 0.0032204431481659412, 0.0033060149289667606, 0.0034322976134717464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-03-01-01-02-24.csv	happy	happy	[-2.5727312564849854, 0.5315457582473755, -0.5885695219039917, 1.8191187381744385, 5.274174690246582, -4.6608662605285645, -1.7462968826293945, 1.4124422073364258]	[0.004692189861088991, 0.0031553052831441164, 0.002404849510639906, 0.0020932378247380257, 0.0019686627201735973, 0.0019301606807857752, 0.0019399803131818771, 0.001992093399167061, 0.0020762435160577297, 0.002166986698284745, 0.00224543665535748, 0.0023228111676871777, 0.002426404505968094, 0.0025579698849469423, 0.0027346943970769644, 0.0029843924567103386, 0.0033791365567594767, 0.003937482833862305, 0.004695157520473003, 0.005662521813064814, 0.00683739734813571, 0.008030010387301445, 0.009296831674873829, 0.010639986023306847, 0.011560864746570587, 0.011890947818756104, 0.012011853978037834, 0.01206149160861969, 0.01208286639302969, 0.01209393423050642, 0.012101252563297749, 0.012108894996345043, 0.012114267796278, 0.012117104604840279, 0.012116020545363426, 0.012112444266676903, 0.012107583694159985, 0.012102124281227589, 0.012096193619072437, 0.012088528834283352, 0.012084550224244595, 0.012081263586878777, 0.012078676372766495, 0.012072050012648106, 0.012068044394254684, 0.012067405506968498, 0.012061608955264091, 0.012049498036503792, 0.01203472726047039, 0.0120241679251194, 0.012022565118968487, 0.012022847309708595, 0.012036955915391445, 0.012044749222695827, 0.012046832591295242, 0.012045245617628098, 0.012040510773658752, 0.012033765204250813, 0.012029721401631832, 0.012025075033307076, 0.012027019634842873, 0.012030168436467648, 0.012033671140670776, 0.01204528659582138, 0.012046204879879951, 0.012036021798849106, 0.012014182284474373, 0.011988391168415546, 0.01195551361888647, 0.011930067092180252, 0.011907064355909824, 0.011888477951288223, 0.011871152557432652, 0.0118526890873909, 0.011827345006167889, 0.011763961985707283, 0.011695095337927341, 0.011618594639003277, 0.011542299762368202, 0.011492365039885044, 0.011441001668572426, 0.011349479667842388, 0.011231045238673687, 0.01107161957770586, 0.010911604389548302, 0.01073004212230444, 0.010529685765504837, 0.010309756733477116, 0.010046293959021568, 0.00970959011465311, 0.009257969446480274, 0.008681817911565304, 0.008024685084819794, 0.007356939371675253, 0.006709386594593525, 0.006135199684649706, 0.005617865361273289, 0.00515245134010911, 0.004725329112261534, 0.004340719897300005, 0.004014324862509966, 0.0037848791107535362, 0.0036200424656271935, 0.003518645418807864, 0.003464760957285762, 0.0034529129043221474, 0.0034741340205073357, 0.0035304995253682137, 0.0036243984941393137, 0.003751295618712902, 0.003906995989382267, 0.004046300891786814, 0.004097048193216324, 0.0040153395384550095, 0.003935156390070915, 0.0038256882689893246, 0.0031329200137406588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-02-02-02-02-12.csv	calm	calm	[-2.1194727420806885, 5.481819152832031, -2.1519482135772705, -0.894169270992279, 4.308692455291748, -2.2931551933288574, -1.974045753479004, -0.14970135688781738]	[0.009815520606935024, 0.008947636932134628, 0.008681133389472961, 0.00860393512994051, 0.00857753586024046, 0.008566726930439472, 0.008562144823372364, 0.008560646325349808, 0.008561001159250736, 0.008563022129237652, 0.00856697652488947, 0.00857369601726532, 0.008584361523389816, 0.008600207976996899, 0.008609644137322903, 0.008620241656899452, 0.008641227148473263, 0.008686414919793606, 0.008759385906159878, 0.008885156363248825, 0.009091916494071484, 0.009378092363476753, 0.009682156145572662, 0.009901067242026329, 0.0100401034578681, 0.010104705579578876, 0.01015065424144268, 0.01017517875880003, 0.010213845409452915, 0.010332722216844559, 0.010473187081515789, 0.010564361698925495, 0.010572250932455063, 0.010475461371243, 0.010297268629074097, 0.010048500262200832, 0.00979551114141941, 0.009430411271750927, 0.009126517921686172, 0.008906593546271324, 0.008768976666033268, 0.008665339089930058, 0.008607398718595505, 0.008582423441112041, 0.008570420555770397, 0.00856734998524189, 0.008569242432713509, 0.008573253639042377, 0.008579344488680363, 0.008586689829826355, 0.008595958352088928, 0.00860600546002388, 0.008618195541203022, 0.008633224293589592, 0.008649550378322601, 0.008663950487971306, 0.008673468604683876, 0.008677611127495766, 0.008676731958985329, 0.008661871775984764, 0.008639744482934475, 0.008617831394076347, 0.00860263966023922, 0.008594464510679245, 0.008591809310019016, 0.008588217198848724, 0.008588792756199837, 0.008589563891291618, 0.008588890545070171, 0.008586826734244823, 0.008583351969718933, 0.008580305613577366, 0.00857590977102518, 0.008572851307690144, 0.008569261059165001, 0.00856779608875513, 0.008565264753997326, 0.00856302585452795, 0.00856054201722145, 0.008557609282433987, 0.008555487729609013, 0.008555473759770393, 0.008557915687561035, 0.008562159724533558, 0.008565431460738182, 0.008567322045564651, 0.00856707338243723, 0.008565227501094341, 0.008561714552342892, 0.008558729663491249, 0.008557485416531563, 0.008555511012673378, 0.008554825559258461, 0.008554582484066486, 0.00855472031980753, 0.008555474691092968, 0.008556926622986794, 0.008559434674680233, 0.008561202324926853, 0.00856266263872385, 0.008564330637454987, 0.008566508069634438, 0.008570254780352116, 0.008576142601668835, 0.008585648611187935, 0.008598164655268192, 0.008615636266767979, 0.008628538809716702, 0.008629919029772282, 0.008622825145721436, 0.008617298677563667, 0.008627835661172867, 0.00866866298019886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
01-01-03-01-02-02-04.csv	happy	happy	[-3.350587844848633, -0.2876780033111572, 0.053954921662807465, 0.7699816823005676, 6.677252292633057, -4.277341842651367, -1.983877420425415, 1.1874315738677979]	[0.009137549437582493, 0.0090235760435462, 0.008921192027628422, 0.00903351604938507, 0.009337721392512321, 0.009583030827343464, 0.009739523753523827, 0.009848879650235176, 0.00991644524037838, 0.00995683018118143, 0.00997889880090952, 0.009989921003580093, 0.0099915387108922, 0.009982858784496784, 0.009969569742679596, 0.009962393902242184, 0.009961037896573544, 0.00996152963489294, 0.009962424635887146, 0.009963383898139, 0.009970896877348423, 0.009975254535675049, 0.009977043606340885, 0.009976117871701717, 0.009972450323402882, 0.009967032819986343, 0.00995947141200304, 0.009951870888471603, 0.009956368245184422, 0.009974675253033638, 0.009983241558074951, 0.009979276917874813, 0.009974398650228977, 0.009970453567802906, 0.00996820256114006, 0.009969224222004414, 0.009970458224415779, 0.009971212595701218, 0.009970984421670437, 0.009971421211957932, 0.009972413070499897, 0.009974388405680656, 0.009979807771742344, 0.009983350522816181, 0.009987150318920612, 0.009991497732698917, 0.009997181594371796, 0.010002661496400833, 0.010007159784436226, 0.010009718127548695, 0.01000736653804779, 0.010004788637161255, 0.010000871494412422, 0.009999002330005169, 0.009997920133173466, 0.009997882880270481, 0.009998820722103119, 0.010000214911997318, 0.01000188384205103, 0.010003753006458282, 0.010004578158259392, 0.010005678050220013, 0.010007780976593494, 0.010010958649218082, 0.010014234110713005, 0.01001802645623684, 0.010019989684224129, 0.010020657442510128, 0.010021175257861614, 0.010018882341682911, 0.0100122494623065, 0.010001281276345253, 0.009988945908844471, 0.009977432899177074, 0.009970689192414284, 0.009967934340238571, 0.009967648424208164, 0.009967688471078873, 0.009967800229787827, 0.00996757484972477, 0.00996610801666975, 0.009961389005184174, 0.00994964875280857, 0.00992543250322342, 0.009894908405840397, 0.009867114946246147, 0.009848796762526035, 0.009835775941610336, 0.009827513247728348, 0.009815866127610207, 0.00980381853878498, 0.009790606796741486, 0.009774252772331238, 0.00974931102246046, 0.009704675525426865, 0.0096136424690485, 0.009440881200134754, 0.009139355272054672, 0.008669939823448658, 0.007925727404654026, 0.0066336072050035, 0.004662982188165188, 0.0027178004384040833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
