embs0;embs1;embs2;embs3;embs4;embs5;embs6;embs7;video_name
0.0005171626232319735;0.012274650144866115;6.197192058425608e-07;0.8857931899110519;0.028122883991286162;0.029447994206586874;0.0016230952101688166;0.042220404193602235;01-01-04-01-02-01-09
2.1637996374903026e-08;0.14994669133765767;0.8156270040426354;0.0048051836959711654;9.564206300601687e-06;0.0018727317831787398;8.730845483612509e-05;0.027651494841423974;01-01-03-02-01-01-12
9.901881552400176e-09;0.0021897463155732353;0.0004227190200408422;0.006015855616530993;0.00045520616558853116;0.0068033983794647855;0.9788085424311317;0.0053045221697884;01-01-07-01-01-02-12
0.0018132723580310168;0.0026037654468724363;7.47580492828513e-05;0.04280575178474114;0.03729904537153826;0.28498120826423173;0.008524211999435953;0.6218979867258665;01-01-08-02-01-02-22
1.5178985176615945e-05;0.17709088196016856;0.05540070104795524;0.022620850486505795;0.0004893313028671604;0.01560017966441341;5.6934853604486724e-05;0.7287259416993088;01-01-08-02-02-02-05
4.780772689539682e-05;0.04507034242934859;0.0004319819842744939;0.15477850229274095;0.2042912659323821;0.10938309214415798;0.041435358056550194;0.4445616494336503;01-01-05-01-01-01-09
3.243088263754093e-07;9.560037662441538e-07;1.1798951921099051e-06;4.871128665914847e-05;0.9812506185682737;0.010420561602561421;0.0006015338530812374;0.0076761144816396044;01-01-05-01-01-02-18
4.5746062522948156e-09;0.5635616555208282;0.40855620085120237;0.004160935380686591;4.409185366052032e-06;0.0030955713912597326;4.977568459543453e-05;0.020571447411455425;01-01-02-01-01-01-19
2.0350687986786809e-07;0.00044212853851816454;3.0548049181729666e-05;0.007948581881656086;0.003554181825189039;0.8021917623448207;0.033779169611955165;0.15205342424179938;01-01-06-01-01-01-12
0.00010738182330654007;0.9827512053507506;0.0039684566323634285;0.009179524066155333;0.00010586071224916311;0.0006868493445833095;5.705331623097487e-06;0.003195016738968564;01-01-02-02-01-01-10
0.35534325739230527;0.5297603416426724;5.7201890172877525e-05;0.0833185344269108;0.015891048119983455;0.002193478310978049;4.8284601500043066e-05;0.013387853615477193;01-01-02-02-01-02-10
2.7131993067153117e-10;0.00605412994733342;0.966820421089068;0.020249984443693365;1.4944954578035424e-06;0.0002475478435249232;0.0008004820915898876;0.005825939818012891;01-01-03-01-02-02-19
4.7037202790881724e-11;1.0243536368858426e-06;1.421938602577701e-07;0.001781282264074115;5.048497690248892e-05;0.0008376212118827092;0.9973120024175947;1.7442535011672785e-05;01-01-07-02-01-01-06
8.9994892070314e-06;0.008753107547279655;0.0684075742350582;0.06023618316290948;0.1576737031897715;0.13364931386792403;0.006642755233665548;0.5646283632741845;01-01-05-02-01-01-20
0.7122735361530979;0.12174820834270916;0.00011400759051300553;0.09118096363498558;0.016262741374452355;0.014352694865820182;0.00019661568817468073;0.04387123235024713;01-01-01-01-02-02-22
