embs0;embs1;embs2;embs3;embs4;embs5;embs6;embs7;name;emotion;actor
-1.7491587400436401;7.870339393615723;-0.9128528833389282;-1.4560614824295044;-1.2603254318237305;0.3814159333705902;-1.6237810850143433;-1.0980041027069092;01-01-02-01-02-02-22;Calm;22
-1.967205286026001;7.881260395050049;-0.08880983293056488;-1.582833170890808;-1.4774925708770752;-0.2969547510147095;-0.974644124507904;-1.2923252582550049;01-01-02-01-01-01-06;Calm;6
7.959802150726318;-2.28584361076355;-0.3818870782852173;0.3436277508735657;-1.052101492881775;-0.639110267162323;-2.5663154125213623;-1.3100073337554932;01-01-05-02-01-01-16;Angry;16
1.5781464576721191;0.69968181848526;-1.7327680587768555;-2.9120419025421143;-0.6793243885040283;7.3978495597839355;-1.0906223058700562;-3.0959625244140625;01-01-01-01-01-02-16;Neutral;16
-0.0033812345936894417;0.13832589983940125;8.350419044494629;-1.9231845140457153;-2.4417285919189453;-2.89685320854187;-0.3875562846660614;-0.7224311232566833;01-01-07-02-02-02-18;Disgust;18
-0.9885402917861938;-0.6496707797050476;-0.5681204795837402;-0.8605149388313293;-0.5539449453353882;-2.7701492309570312;-1.4338139295578003;7.6885666847229;01-01-08-01-01-02-05;Surprise;5
-0.2892347574234009;2.016749858856201;-2.1642391681671143;-2.9440929889678955;-0.19612491130828857;7.761892318725586;-0.7747628092765808;-3.302365303039551;01-01-01-01-02-02-13;Neutral;13
-0.4762409031391144;-1.8452694416046143;-2.7278659343719482;-0.8704981207847595;7.3072004318237305;-0.47697922587394714;-1.856690526008606;-0.706881582736969;01-01-03-02-01-01-23;Happy;23
0.13531437516212463;-1.3922626972198486;-1.3352251052856445;8.17721939086914;-0.3410700857639313;-2.882326364517212;-0.18343056738376617;-1.3709681034088135;01-01-06-01-02-01-03;Fear;3
7.936790466308594;-2.2845892906188965;-0.6243207454681396;0.4687851071357727;-0.7802196145057678;-0.6651630997657776;-2.6397387981414795;-1.3884739875793457;01-01-05-02-01-02-09;Angry;9
-0.9731490015983582;-0.6607555747032166;-1.1025503873825073;-1.0405710935592651;-0.10064604878425598;-2.4423670768737793;-1.6413629055023193;7.738004684448242;01-01-08-01-01-02-06;Surprise;6
-2.4585752487182617;-0.8028998374938965;0.8232568502426147;-0.2525447607040405;-1.5112584829330444;-0.9814021587371826;7.848235607147217;-1.5305824279785156;01-01-04-01-01-01-13;Sad;13
-1.0325901508331299;-1.8191509246826172;-2.702692985534668;-0.5972095131874084;7.385409832000732;-0.9186389446258545;-1.4725221395492554;-0.48014339804649353;01-01-03-01-01-01-17;Happy;17
