AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r;AU01_c;AU02_c;AU04_c;AU05_c;AU06_c;AU07_c;AU09_c;AU10_c;AU12_c;AU14_c;AU15_c;AU17_c;AU20_c;AU23_c;AU25_c;AU26_c;AU28_c;AU45_c;speech;name;path;index
0.10100917431192662;0.03192660550458716;0.0;0.021651376146788987;0.0;0.04871559633027523;0.07146788990825688;0.154954128440367;0.3365137614678899;0.31321100917431194;0.08174311926605504;0.3620183486238532;0.044311926605504585;0.05926605504587154;1.346238532110092;0.9153211009174312;0.20798165137614677;0.1651376146788991;0.0;0.0;0.6146788990825688;0.0;0.0;0.10091743119266056;0.11926605504587157;0.0;0.1743119266055046;0.0;0.24770642201834864;0.0;0.5504587155963303;0.4954128440366973;0.42201834862385323;0.0;0.13761467889908258;0.5321100917431193;01-01-01-01-01-02-08;01-01-01-01-01-02-08;0
0.23702970297029702;0.0804950495049505;2.005049504950495;0.03544554455445545;0.17851485148514853;1.9497029702970299;0.10277227722772277;0.2467326732673267;0.09435643564356437;0.16722772277227724;0.09237623762376238;0.4612871287128713;0.10742574257425742;0.05693069306930692;0.5027722772277229;0.5412871287128713;0.1202970297029703;0.40594059405940597;0.297029702970297;1.0;0.0;0.009900990099009901;1.0;0.09900990099009901;0.019801980198019802;0.009900990099009901;0.6435643564356436;0.16831683168316833;0.1782178217821782;0.009900990099009901;0.0;0.44554455445544555;0.3465346534653465;0.0;0.039603960396039604;0.3564356435643564;01-01-04-01-02-01-09;01-01-04-01-02-01-09;0
0.34343999999999997;0.18447999999999998;0.10568;0.05144;0.85864;2.1353599999999995;0.03;1.06616;2.20592;0.53216;0.0668;0.64432;0.055760000000000004;0.2696;0.5735199999999999;0.58864;0.24367999999999998;0.24;0.176;0.264;0.384;0.752;1.0;0.032;0.72;0.768;0.656;0.04;0.392;0.0;0.032;0.336;0.224;0.0;0.264;0.736;01-01-03-02-01-01-12;01-01-03-02-01-01-12;0
0.4576363636363636;0.1388181818181818;1.0765454545454545;0.02463636363636364;0.6630909090909092;2.3482727272727266;0.0389090909090909;1.908909090909091;0.596181818181818;0.073;0.17381818181818182;0.36645454545454553;0.04909090909090909;0.07427272727272727;0.8525454545454547;0.4625454545454546;0.07572727272727273;0.3090909090909091;0.2818181818181818;0.7;0.03636363636363636;0.6818181818181818;1.0;0.0;0.8181818181818182;0.35454545454545455;0.07272727272727272;0.05454545454545454;0.1;0.0;0.08181818181818182;0.43636363636363634;0.24545454545454545;0.0;0.15454545454545454;0.5909090909090909;01-01-07-01-01-02-12;01-01-07-01-01-02-12;0
0.09373983739837398;0.03959349593495935;0.03926829268292682;0.04715447154471544;0.0007317073170731707;0.8207317073170731;0.04146341463414634;0.0;0.38747967479674794;0.034959349593495934;0.12422764227642276;0.2847967479674796;0.06154471544715447;0.0886178861788618;0.5370731707317074;0.4360975609756097;0.4083739837398374;0.0;0.0;0.008130081300813009;0.0;0.0;0.2601626016260163;0.0;0.0;0.14634146341463414;0.032520325203252036;0.04065040650406504;0.2032520325203252;0.0;0.0;0.2682926829268293;0.04065040650406504;0.0;0.4065040650406504;0.3983739837398374;01-01-02-02-02-01-23;01-01-02-02-02-01-23;0
0.21964285714285717;0.15651785714285715;0.22035714285714286;0.06999999999999999;0.002946428571428571;0.3367857142857143;0.06625;0.27223214285714287;0.03410714285714286;0.0;0.20875000000000002;0.4329464285714285;0.05705357142857143;0.06598214285714286;0.6150892857142857;0.6729464285714286;0.4433928571428571;0.125;0.09821428571428571;0.0;0.8571428571428571;0.0;0.0;0.03571428571428571;0.15178571428571427;0.0;0.0;0.11607142857142858;0.11607142857142858;0.0;0.17857142857142858;0.3392857142857143;0.22321428571428573;0.0;0.21428571428571427;0.6071428571428571;01-01-08-02-01-02-22;01-01-08-02-01-02-22;0
0.20275862068965514;0.07612068965517241;0.0005172413793103448;0.04577586206896552;0.16129310344827583;0.03405172413793103;0.13189655172413794;0.8881034482758621;0.9447413793103447;0.4525862068965517;0.12267241379310345;0.9686206896551723;0.14103448275862068;0.2994827586206897;1.1041379310344825;0.7936206896551724;0.14267241379310344;0.0;0.0;0.0;1.0;0.0;0.0;0.0603448275862069;0.5086206896551724;0.4396551724137931;0.3620689655172414;0.29310344827586204;0.39655172413793105;0.08620689655172414;0.1206896551724138;0.3879310344827586;0.1896551724137931;0.12931034482758622;0.05172413793103448;0.5862068965517241;01-01-06-02-02-01-08;01-01-06-02-02-01-08;0
0.28487603305785125;0.03272727272727273;1.752892561983471;0.027520661157024794;0.310495867768595;2.5846280991735537;0.14710743801652892;0.5622314049586777;0.053471074380165295;0.057272727272727274;0.09636363636363636;0.36859504132231413;0.06446280991735538;0.18520661157024793;0.4472727272727273;0.46471074380165295;0.13909090909090907;0.371900826446281;0.23140495867768596;1.0;0.0;0.06611570247933884;0.7851239669421488;0.17355371900826447;0.33884297520661155;0.0;0.0;0.04132231404958678;0.2066115702479339;0.03305785123966942;0.09917355371900827;0.33884297520661155;0.24793388429752067;0.0;0.1652892561983471;0.5289256198347108;01-01-07-02-01-02-21;01-01-07-02-01-02-21;0
0.28773584905660377;0.10028301886792453;0.0;0.02886792452830189;0.0;0.0379245283018868;0.046226415094339626;0.29500000000000004;0.5370754716981132;0.29867924528301887;0.16216981132075473;0.31679245283018864;0.045283018867924525;0.1585849056603774;0.6629245283018866;0.5381132075471698;0.06056603773584906;0.36792452830188677;0.29245283018867924;0.0;1.0;0.0;0.0;0.1509433962264151;0.16981132075471697;0.9622641509433962;0.7830188679245284;0.19811320754716982;0.12264150943396226;0.0;0.8867924528301887;0.3490566037735849;0.0660377358490566;0.0;0.27358490566037735;0.5566037735849056;01-01-08-02-02-02-05;01-01-08-02-02-02-05;0
0.11566037735849058;0.11915094339622641;1.225188679245283;0.05207547169811321;0.5195283018867926;1.5927358490566033;0.07915094339622641;0.44575471698113206;0.34122641509433965;0.3665094339622641;0.13235849056603774;0.49886792452830186;0.1450943396226415;0.2379245283018868;0.8872641509433962;0.32924528301886796;0.08783018867924529;0.03773584905660377;0.1320754716981132;0.7264150943396226;0.0;0.41509433962264153;0.9716981132075472;0.05660377358490566;0.46226415094339623;0.3490566037735849;0.6981132075471698;0.1320754716981132;0.25471698113207547;0.03773584905660377;0.0;0.3113207547169811;0.0660377358490566;0.0;0.018867924528301886;0.49056603773584906;01-01-05-01-01-01-09;01-01-05-01-01-01-09;0
