embs0;embs1;embs2;embs3;embs4;embs5;embs6;embs7;name;emotion;actor
-0.3814941644668579;7.4417405128479;0.38262245059013367;-4.500514030456543;-2.2012743949890137;1.051037073135376;0.014031042344868183;-1.6994611024856567;01-01-02-01-01-01-06;Calm;6
7.471193313598633;-1.5524524450302124;0.4768032133579254;-0.7055883407592773;-0.558376669883728;-1.8226522207260132;-2.79723858833313;-1.2099390029907227;01-01-05-02-01-01-16;Angry;16
-0.3906528353691101;0.6020350456237793;-1.6346098184585571;-1.136039137840271;-0.7696782946586609;5.934070110321045;-2.134967088699341;-0.02357572130858898;01-01-01-01-01-02-16;Neutral;16
1.1968361139297485;-0.17150640487670898;7.552426338195801;-3.0493991374969482;-2.4264307022094727;-2.069972515106201;-0.44857871532440186;-0.4360957145690918;01-01-07-02-02-02-18;Disgust;18
-0.3877919912338257;-1.3034065961837769;-0.063515804708004;-0.24487769603729248;-0.7014296054840088;-0.5669564604759216;-3.387873649597168;7.077744483947754;01-01-08-01-01-02-05;Surprise;5
-1.8651882410049438;0.837746262550354;-2.386005163192749;-1.3687101602554321;0.6047409176826477;6.327438831329346;-1.5719327926635742;-0.31527528166770935;01-01-01-01-02-02-13;Neutral;13
-0.4615420699119568;-2.3171496391296387;-2.587275981903076;-1.7000954151153564;7.12520170211792;-0.5430949330329895;-1.355344295501709;0.5682085752487183;01-01-03-02-01-01-23;Happy;23
1.296647310256958;-3.7584407329559326;-1.8300436735153198;7.362852096557617;-0.5939841270446777;-1.9560362100601196;-0.5248790979385376;0.5293059945106506;01-01-06-01-02-01-03;Fear;3
-0.13786932826042175;-1.2813934087753296;-0.266508549451828;-0.3438262939453125;-0.6300237774848938;-0.37664952874183655;-3.68626070022583;7.108295440673828;01-01-08-01-01-02-06;Surprise;6
-2.902716875076294;0.5885873436927795;0.4565408229827881;-0.8442628979682922;-0.17347022891044617;-0.5154377818107605;7.53019380569458;-3.65329647064209;01-01-04-01-01-01-13;Sad;13
-0.03948342427611351;-2.3239493370056152;-2.3887765407562256;-1.9821062088012695;7.023711681365967;-0.20698508620262146;-1.5568006038665771;0.1468978077173233;01-01-03-01-01-01-17;Happy;17
-1.4168732166290283;2.79060697555542;-1.6842775344848633;-2.3182284832000732;-0.9748210906982422;6.336344242095947;-1.8787145614624023;-0.43637192249298096;01-01-01-01-01-01-17;Neutral;17
-0.6321417093276978;7.45272159576416;0.1941746473312378;-4.584904670715332;-1.8460631370544434;0.9943389892578125;0.014041577465832233;-1.5062406063079834;01-01-02-02-02-01-07;Calm;7
-3.316826105117798;0.5594396591186523;-0.34272584319114685;0.6476693749427795;0.1286478340625763;-1.4365254640579224;7.834765434265137;-3.6361095905303955;01-01-04-02-01-02-10;Sad;10
-2.564481019973755;0.403601735830307;3.741152763366699;-1.3393292427062988;-1.4635813236236572;-2.298412561416626;6.424914836883545;-2.3082761764526367;01-01-04-01-01-02-02;Sad;2
0.3514099717140198;0.4052288830280304;-1.5410012006759644;-1.1526720523834229;-0.7551681399345398;5.728334426879883;-2.4444544315338135;-0.17690260708332062;01-01-01-01-01-02-10;Neutral;10
-0.06808158755302429;-1.1585501432418823;-0.1712302714586258;-0.5125415325164795;-0.6702105402946472;-0.38289204239845276;-3.727327823638916;7.070667743682861;01-01-08-02-02-01-12;Surprise;12
-0.40536558628082275;7.464932918548584;-0.040980007499456406;-4.485182762145996;-2.1246821880340576;1.669355034828186;-0.34861624240875244;-1.5907611846923828;01-01-02-02-01-01-17;Calm;17
0.8642850518226624;0.1605081856250763;7.545742988586426;-3.127237558364868;-2.5635926723480225;-1.9836663007736206;-0.05181361362338066;-0.6119421124458313;01-01-07-01-01-02-08;Disgust;8
7.455193996429443;-1.3281676769256592;0.5868833065032959;-1.003291130065918;-0.6548203229904175;-1.6832941770553589;-2.715839385986328;-1.3435404300689697;01-01-05-02-02-02-07;Angry;7
-3.407900094985962;1.4778245687484741;-0.12305062264204025;-0.28055861592292786;-0.07664230465888977;-1.3637948036193848;7.808210372924805;-3.6158111095428467;01-01-04-02-02-02-08;Sad;8
0.7914231419563293;-0.7333903312683105;7.592101097106934;-2.289778709411621;-2.543454170227051;-2.3161115646362305;0.33579978346824646;-0.5603944659233093;01-01-07-01-02-02-23;Disgust;23
0.6258111596107483;-0.4777449071407318;7.566286087036133;-2.827294111251831;-2.2850537300109863;-2.282172203063965;0.3989390730857849;-0.48892122507095337;01-01-07-01-02-02-02;Disgust;2
7.256729602813721;-0.9368937611579895;0.5400012135505676;-1.3157429695129395;-0.9838985204696655;-0.8617304563522339;-2.743652582168579;-1.5480846166610718;01-01-05-01-01-02-06;Angry;6
-2.622145414352417;0.12717528641223907;2.7979207038879395;-0.8777796030044556;-1.0849758386611938;-1.8998442888259888;7.011097431182861;-2.851182222366333;01-01-04-02-01-02-13;Sad;13
7.286307334899902;-1.5640414953231812;0.005255360156297684;-1.1188706159591675;0.45522165298461914;-1.6690274477005005;-2.64628267288208;-1.5923246145248413;01-01-05-02-02-01-18;Angry;18
-0.4921727180480957;7.425131797790527;-0.17537744343280792;-4.617688179016113;-1.8301546573638916;1.779236078262329;-0.5550428032875061;-1.4349212646484375;01-01-02-02-02-01-21;Calm;21
-3.027283191680908;2.589501142501831;-0.055142711848020554;-1.442016363143921;-0.4904320538043976;-0.8600696325302124;7.398235321044922;-3.7256033420562744;01-01-04-01-02-01-17;Sad;17
